id1,id2,is_clone
72610,102105,1
7885446,20508693,1
160739,18880062,1
5260867,5953607,1
1446728,17470307,1
15796840,19979783,1
13356869,14134127,1
5724216,7655679,1
5352578,22582847,1
6403868,23099329,1
8702780,19002156,1
413620,5260867,1
10264652,14196271,1
17022288,19565161,1
598994,4773756,1
427727,10251387,1
10118207,11277690,1
13356869,15796840,1
15126545,20953665,1
7885446,21161481,1
10264652,19002156,1
1158840,23634465,1
12066447,20080077,1
8702780,16900369,1
8680491,23634465,1
732800,1347808,1
8804480,12234839,1
13657103,20826307,1
10118207,21234510,1
12783713,17470307,1
7577030,11339042,1
16583451,19002156,1
2096403,12234839,1
771802,13122193,1
5150160,19301681,1
11658686,17470307,1
4643706,6128274,1
6403868,13940142,1
22102074,22582847,1
1347808,11499032,1
10254165,14417449,1
598994,778875,1
1820410,17470307,1
10251387,10337387,1
598994,20953665,1
1630148,7577030,1
8267314,11520258,1
3861343,18880061,1
1630148,12066447,1
3109016,5724216,1
11339042,23098143,1
427727,10912333,1
6403868,20924118,1
10118207,14196271,1
6037295,6368468,1
160739,1158840,1
5150160,15297120,1
10264652,17470307,1
11339042,16900369,1
687106,6368468,1
1116,22792098,1
2941028,14196271,1
14783950,15796840,1
6403868,14783950,1
3456233,22792098,1
20508693,20924118,1
10264652,18880061,1
778875,13657103,1
3861343,4643706,1
5260867,20508693,1
951388,6403868,1
22102074,23160103,1
2941028,11339042,1
762814,11818436,1
3456233,22102074,1
11277690,13356869,1
13657103,19002156,1
20856391,21454371,1
10118207,23188868,1
1158840,1347808,1
778875,23383764,1
12066447,13356869,1
10254165,10264652,1
413620,10118207,1
20508693,20826307,1
11499032,13122193,1
12066447,23098143,1
4643706,14134127,1
3253024,6368468,1
10118207,21161481,1
1446728,11499032,1
5927306,23383764,1
19660598,20924118,1
10254165,20924118,1
778875,14134127,1
21065519,21520698,1
11499032,23383764,1
598994,11339042,1
6403868,11658686,1
10264652,20826307,1
6403868,19083252,1
2096403,21520698,1
7577030,23383764,1
501808,19069826,1
1446728,19979783,1
11499032,21454371,1
6128274,11277690,1
7577030,18880061,1
2109483,21454371,1
8680491,23383764,1
4773756,11277690,1
13356869,17470307,1
6128274,20924118,1
143860,373673,1
10251387,14783950,1
2775424,23099329,1
951388,18880062,1
14196271,17470307,1
4773756,8680491,1
3456232,8722190,1
732800,6403868,1
13657103,14196271,1
1158840,23188868,1
5150160,21065519,1
732800,10337387,1
12066447,14417449,1
10251387,16900369,1
14134127,17470307,1
14196271,21454371,1
2941028,21161481,1
8680491,16900369,1
771802,20856391,1
778875,21125948,1
3861343,23383764,1
6403868,12783713,1
4773756,20508693,1
17470307,21454371,1
8702780,14899566,1
732800,12066447,1
2096403,22582847,1
1820410,11339042,1
2109483,23647453,1
5856886,10251387,1
257008,373673,1
5927306,19979783,1
5927306,20080077,1
598994,1347808,1
1630148,16583451,1
2775424,23383764,1
12783713,23098143,1
598994,5953607,1
3351872,22102074,1
4643706,11499032,1
14196271,20080077,1
5260867,20953665,1
11818436,18880062,1
10118207,15126545,1
6037296,7015918,1
13122193,15126545,1
4773756,20953665,1
21125948,23188868,1
413620,10254165,1
3456233,5150160,1
16900369,21125948,1
3456233,22582847,1
413620,23647453,1
13122193,13657103,1
8804480,19301681,1
771802,14783950,1
13657103,17477953,1
418257,17470307,1
4468255,7655679,1
427727,2109483,1
2109483,6128274,1
12783713,14783950,1
4773756,11818436,1
15126545,23383764,1
418257,20953665,1
4603629,6037296,1
6403868,19979783,1
160739,418257,1
7577030,20953665,1
11339042,19979783,1
501808,5352578,1
6128274,23188868,1
1820410,14196271,1
4724024,13946915,1
10062086,13946914,1
1446728,14899566,1
13122193,21125948,1
5260867,17068622,1
1347808,19344618,1
413620,2941028,1
1008326,7396681,1
4773756,23188868,1
1630148,2941028,1
1605515,13657103,1
10254165,17068622,1
10337387,20924118,1
12783713,20508693,1
5260867,20826307,1
10337387,14783950,1
10912333,11339042,1
13356869,21125948,1
8722190,19069826,1
13122193,13940142,1
778875,20924118,1
418257,4643706,1
951388,13657103,1
5017412,6037295,1
1347808,21161481,1
8680491,20508693,1
1630148,10251387,1
10912335,17470307,1
7577030,23099329,1
413620,1605515,1
17022288,22582847,1
1158840,14134127,1
160739,427727,1
5927306,19002156,1
13940142,18880061,1
11818436,19344618,1
19344618,23634465,1
1630148,3861343,1
13657103,15796840,1
14783950,15126545,1
418257,1347808,1
14783950,21125948,1
5856886,11818436,1
1446728,1605515,1
778875,14196271,1
1820410,7885446,1
3861343,17470307,1
13946915,15297120,1
19979783,21161481,1
778875,20826307,1
16583451,16900369,1
13946914,19083252,1
5856886,18880062,1
10118207,13122193,1
21454371,23634465,1
373673,494838,1
10600673,19301681,1
1116,2096403,1
14134127,16900369,1
2775424,6068118,1
21454371,23383764,1
1347808,21125948,1
18880061,21125948,1
17068622,20953665,1
2090333,4672830,1
771802,23383764,1
18880061,23098143,1
10254165,14783950,1
10254165,10912335,1
1116,4724024,1
14196271,16583451,1
20508693,21161481,1
6403868,14134127,1
10118207,20826307,1
5472665,6403868,1
14417449,19002156,1
762814,10254165,1
1446728,11818436,1
11277690,17470307,1
7885446,17068622,1
23188868,23647453,1
1605515,15126545,1
14783950,21234510,1
10062086,23309803,1
1446728,11277690,1
5472665,21065519,1
11499032,21125948,1
6068118,11339042,1
8702780,20826307,1
1446728,15126545,1
771802,1820410,1
6403868,11818436,1
11499032,18880061,1
10912333,23634465,1
20508693,20953665,1
160739,10254165,1
160739,1630148,1
11658686,17477953,1
13657103,13940142,1
16900369,23188868,1
1820410,17068622,1
10118207,21454371,1
11277690,23099329,1
14899566,17068622,1
23634465,23647453,1
11658686,21161481,1
17068622,21125948,1
160739,23099329,1
10600673,23309807,1
6403868,7278557,1
1446728,17068622,1
5856886,10254165,1
18880062,23383764,1
10337387,10912333,1
778875,16583451,1
501808,19083029,1
14783950,23099329,1
13657103,21234510,1
20826307,20856391,1
13356869,14196271,1
413620,16900369,1
771802,14134127,1
413620,13940142,1
1446728,4773756,1
17068622,17477953,1
1116,13946914,1
3861343,21454371,1
14783950,23098143,1
762814,6128274,1
3109016,7655679,1
61347,429198,1
413620,15126545,1
6128274,17470307,1
11818436,20508693,1
2096403,23309807,1
762814,1605515,1
16900369,20924118,1
762814,7577030,1
3456232,21520698,1
771802,19002156,1
4773756,10118207,1
10118207,23099329,1
1820410,23098143,1
11658686,15796840,1
13940142,18880062,1
13940142,23188868,1
11658686,12783713,1
762814,16583451,1
5875194,21172450,1
5260867,23188868,1
1347808,20953665,1
13356869,16900369,1
951388,5260867,1
1820410,19002156,1
10264652,20953665,1
19660598,23383764,1
5927306,20856391,1
11499032,23647453,1
12234839,19083252,1
1347808,5260867,1
160739,598994,1
13356869,21454371,1
11520257,21635675,1
257008,368808,1
1630148,21125948,1
1630148,1820410,1
5856886,23188868,1
2109483,23634465,1
10264652,14783950,1
413620,14783950,1
7577030,8680491,1
8680491,13356869,1
5927306,21454371,1
16583451,18880062,1
778875,5953607,1
10509561,19083029,1
1446728,14417449,1
10912335,23098143,1
4643706,17477953,1
6087658,19301681,1
11277690,14134127,1
6403868,7577030,1
13122193,14196271,1
1630148,20924118,1
3109015,6037295,1
1008326,3109016,1
5472665,19083029,1
951388,20080077,1
11339042,23647453,1
10062086,23309807,1
427727,5953607,1
1347808,1820410,1
598994,15796840,1
10251387,11499032,1
1630148,23099329,1
762814,2941028,1
131726,131727,1
10118207,19979783,1
418257,21454371,1
10264652,19979783,1
413620,23383764,1
17068622,19344618,1
17470307,21161481,1
8722190,13946914,1
14783950,21454371,1
1347808,17470307,1
5017412,6368468,1
7577030,13657103,1
8680491,19979783,1
160739,14196271,1
778875,10251387,1
19979783,23634465,1
10509561,15297120,1
7278557,22582847,1
6195313,21520698,1
15297119,23309803,1
10251387,11818436,1
598994,14417449,1
6128274,14417449,1
102105,229689,1
19565161,23160103,1
14899566,23188868,1
5953607,17477953,1
11658686,13940142,1
1446728,4643706,1
5953607,11277690,1
15796840,17068622,1
951388,7577030,1
6128274,10264652,1
18880062,21454371,1
2775424,17470307,1
5352578,23309803,1
20826307,23098143,1
413620,6068118,1
2096403,10062086,1
1820410,6128274,1
53461,272491,1
1820410,5856886,1
13657103,23634465,1
12066447,13940142,1
14196271,18880061,1
5260867,14899566,1
3456233,6403868,1
6068118,16583451,1
4724024,22792098,1
501808,21065519,1
20856391,23099329,1
10600673,23309803,1
14417449,21125948,1
143860,272491,1
418257,14783950,1
10062086,19083252,1
3456233,23160103,1
7885446,12783713,1
8804480,22792098,1
413620,7885446,1
1446728,1630148,1
6195313,19083029,1
5472665,10062086,1
427727,732800,1
1158840,20953665,1
413620,4643706,1
6403868,10118207,1
951388,13122193,1
1347808,2775424,1
418257,4773756,1
951388,23098143,1
3861343,20508693,1
3456233,10600673,1
61347,257008,1
4407823,7655679,1
10337387,11277690,1
17477953,23188868,1
2715258,11520257,1
1116,21065519,1
778875,10912335,1
15297119,22582847,1
18880062,21161481,1
771802,5927306,1
2096403,6403868,1
6403868,8722190,1
951388,20856391,1
15796840,21454371,1
1008326,3253024,1
2775424,16583451,1
7278557,19083252,1
10509561,15297119,1
5953607,11658686,1
4468255,8931241,1
418257,21161481,1
1605515,15796840,1
10912333,17068622,1
12234839,19069826,1
7885446,19344618,1
10264652,12783713,1
771802,21234510,1
11339042,19344618,1
5260867,8702780,1
82859,373673,1
13940142,23647453,1
10912335,11499032,1
778875,19660598,1
732800,10912333,1
10337387,23188868,1
18880061,19660598,1
11658686,19002156,1
4773756,19002156,1
4643706,6403868,1
4724024,10062086,1
12234839,15297119,1
1158840,19660598,1
1158840,13122193,1
10509561,10600673,1
131720,494838,1
4643706,12783713,1
1820410,23383764,1
4773756,17068622,1
1158840,3861343,1
8680491,11499032,1
7278557,10600673,1
5856886,13356869,1
10251387,12066447,1
1158840,11339042,1
1347808,19979783,1
4643706,13940142,1
10912333,15126545,1
14417449,17470307,1
8804480,13946914,1
3109016,6037295,1
427727,778875,1
427727,1158840,1
12783713,21161481,1
951388,6068118,1
10251387,23188868,1
4988270,5145801,1
6087658,10062086,1
14899566,19660598,1
7577030,19979783,1
2109483,21125948,1
5953607,14134127,1
10337387,11658686,1
16900369,18880062,1
1630148,5953607,1
778875,1605515,1
7885446,17477953,1
19979783,21234510,1
19979783,20826307,1
19660598,23188868,1
17022288,23309803,1
11658686,20080077,1
12066447,16900369,1
6068118,23099329,1
762814,20508693,1
6403868,14417449,1
8680491,10912333,1
762814,23634465,1
3351872,5150160,1
4643706,19979783,1
2109483,2775424,1
5352578,13946915,1
11499032,13940142,1
427727,2941028,1
13356869,20826307,1
778875,17477953,1
20953665,23647453,1
951388,10337387,1
501808,22792098,1
14417449,16583451,1
8702780,21125948,1
3861343,11277690,1
10254165,12066447,1
762814,13122193,1
762814,23099329,1
10337387,14417449,1
1630148,11818436,1
5260867,10912335,1
1347808,1446728,1
13940142,14417449,1
4643706,18880062,1
427727,7885446,1
32681,143860,1
18880061,23383764,1
10912333,19002156,1
10118207,19344618,1
5472665,23309803,1
18880061,19344618,1
5856886,18880061,1
15297119,23309807,1
16900369,17477953,1
8722190,23160103,1
10254165,20080077,1
1116,8804480,1
762814,1158840,1
160739,5856886,1
1820410,15126545,1
4773756,5260867,1
5017412,5724216,1
7577030,11499032,1
1820410,10912335,1
5352578,6403868,1
6403868,10337387,1
1189509,6068118,1
762814,11499032,1
5953607,10912335,1
7577030,23098143,1
10912333,19979783,1
8702780,14783950,1
1347808,6128274,1
413620,1446728,1
2859255,11520258,1
368808,373673,1
1158840,17470307,1
15297120,22582847,1
14899566,23383764,1
5927306,14417449,1
5260867,5856886,1
6068118,10912333,1
4603629,5017412,1
17477953,21454371,1
1446728,10912335,1
10062086,17022288,1
1446728,20856391,1
5953607,13356869,1
5150160,5352578,1
418257,17477953,1
6403868,15126545,1
418257,7577030,1
12783713,23634465,1
15297119,22102074,1
10254165,19002156,1
19979783,21125948,1
427727,13122193,1
771802,7577030,1
10912333,11277690,1
10337387,19002156,1
16583451,23647453,1
1605515,8702780,1
16583451,20080077,1
1347808,6068118,1
6403868,14196271,1
418257,13657103,1
951388,21125948,1
17470307,23099329,1
771802,3861343,1
6087658,19083252,1
5352578,19301681,1
1605515,23634465,1
598994,1605515,1
16900369,20508693,1
427727,1630148,1
2941028,14417449,1
53592,66299,1
14417449,17068622,1
951388,1605515,1
3456233,15297119,1
8680491,18880061,1
4773756,11339042,1
427727,12066447,1
10337387,20826307,1
732800,21234510,1
1820410,16583451,1
6068118,19344618,1
17477953,21234510,1
15796840,16583451,1
18880061,20953665,1
2096403,5150160,1
59823,488320,1
6368468,7015918,1
4643706,12066447,1
21454371,23188868,1
10264652,21161481,1
16583451,23098143,1
10254165,23647453,1
14134127,21454371,1
1605515,17068622,1
53592,429198,1
778875,1630148,1
7885446,11658686,1
2941028,13356869,1
19344618,20953665,1
13356869,19002156,1
2096403,22792098,1
16900369,20856391,1
771802,1446728,1
1158840,10264652,1
4724024,22102074,1
413620,10912335,1
771802,4643706,1
13940142,19660598,1
13657103,20856391,1
11277690,21454371,1
6195313,10600673,1
1446728,1820410,1
11339042,23634465,1
4724024,8804480,1
11339042,18880061,1
3456232,7278557,1
19002156,20508693,1
5260867,20856391,1
10912333,11818436,1
1189509,4988270,1
160739,5953607,1
4773756,20856391,1
1446728,20826307,1
413620,8702780,1
3351872,8722190,1
17022288,19083029,1
6128274,21161481,1
14134127,21161481,1
5927306,10912335,1
7278557,17022288,1
13122193,19660598,1
4468255,6037296,1
951388,5856886,1
14899566,17470307,1
19660598,21454371,1
7885446,21234510,1
17470307,23647453,1
8702780,23634465,1
4468255,5017412,1
11658686,20924118,1
8680491,19002156,1
5472665,6195313,1
501808,3456232,1
5260867,13122193,1
18880061,21454371,1
10912335,14196271,1
1630148,23383764,1
14783950,20508693,1
13122193,19002156,1
413620,12783713,1
10251387,17068622,1
7396681,8931241,1
762814,20856391,1
4773756,21161481,1
5150160,23309803,1
59823,272491,1
732800,14417449,1
10337387,16900369,1
1158840,20826307,1
2109483,5927306,1
10254165,23099329,1
1347808,23383764,1
762814,20826307,1
4773756,10254165,1
2109483,14783950,1
2775424,15796840,1
14196271,21234510,1
1347808,10337387,1
762814,17470307,1
598994,10118207,1
11818436,17470307,1
10912335,21125948,1
5260867,6128274,1
21125948,23099329,1
1158840,14417449,1
1605515,8680491,1
5260867,21454371,1
21125948,23098143,1
4724024,6403868,1
14899566,15126545,1
21125948,23647453,1
17477953,19344618,1
1347808,18880062,1
14196271,20826307,1
5260867,11339042,1
20856391,21125948,1
598994,14783950,1
10254165,10912333,1
413620,418257,1
413620,11818436,1
10118207,10264652,1
8680491,10254165,1
19979783,23647453,1
5856886,13940142,1
1116,12234839,1
427727,1605515,1
8680491,14196271,1
10062086,15297120,1
732800,6068118,1
4773756,6403868,1
6087658,23309803,1
3253024,5017412,1
2941028,23383764,1
7885446,20856391,1
3861343,5260867,1
5724216,6037295,1
3861343,7885446,1
21125948,21161481,1
778875,23634465,1
15126545,23099329,1
732800,15796840,1
10337387,19979783,1
1630148,18880062,1
5017412,7087624,1
778875,12066447,1
8702780,12783713,1
413620,21125948,1
2096403,21065519,1
10251387,10912335,1
5352578,6195313,1
413620,14196271,1
1605515,23647453,1
17022288,19069826,1
418257,778875,1
10912333,20953665,1
418257,2109483,1
16900369,17470307,1
11818436,15796840,1
427727,6403868,1
14134127,23634465,1
6195313,7278557,1
8680491,13657103,1
11277690,19979783,1
5953607,19979783,1
11658686,20953665,1
8680491,20856391,1
771802,17068622,1
11818436,13356869,1
778875,4773756,1
771802,20953665,1
10912335,20826307,1
15297120,23160103,1
14899566,20924118,1
7278557,8804480,1
6068118,21454371,1
6128274,20508693,1
762814,14134127,1
11277690,19002156,1
762814,19979783,1
1630148,11499032,1
778875,1446728,1
5260867,10912333,1
6037295,7396681,1
1605515,20826307,1
10254165,19979783,1
82859,131720,1
2941028,20924118,1
1630148,19002156,1
6403868,23383764,1
13946915,23160103,1
11277690,11499032,1
6128274,12066447,1
15905041,19396976,1
598994,10251387,1
14134127,20856391,1
11499032,21234510,1
5953607,13122193,1
8702780,13940142,1
2941028,23098143,1
1116,3351872,1
6128274,11818436,1
19069826,22582847,1
1446728,13657103,1
10118207,20080077,1
778875,7577030,1
5856886,6068118,1
160739,5927306,1
19979783,23099329,1
7577030,10912335,1
598994,21161481,1
13946914,19069826,1
16900369,19002156,1
10912335,19979783,1
3861343,11499032,1
1116,10062086,1
732800,951388,1
3351872,19083252,1
11277690,23188868,1
82859,368808,1
61347,237568,1
18880061,19979783,1
4407823,7015918,1
7885446,20080077,1
2941028,20953665,1
1158840,16900369,1
20924118,23188868,1
1446728,3861343,1
1446728,23383764,1
778875,18880061,1
1605515,12066447,1
15126545,20080077,1
10264652,11658686,1
501808,22582847,1
1630148,12783713,1
778875,951388,1
4643706,7577030,1
8722190,19083252,1
5927306,23647453,1
8702780,11818436,1
13356869,23647453,1
59823,494838,1
3109015,3109016,1
479786,17901739,1
418257,15126545,1
7577030,8702780,1
6068118,14899566,1
10337387,23634465,1
10254165,21161481,1
17022288,19083252,1
1158840,10337387,1
1347808,8702780,1
19002156,19979783,1
418257,1820410,1
5953607,13657103,1
732800,23188868,1
19660598,20953665,1
8702780,19344618,1
2109483,10912333,1
15796840,23634465,1
4724024,19565161,1
3861343,19344618,1
5150160,6403868,1
5150160,22792098,1
4724024,12234839,1
427727,20856391,1
10912333,19344618,1
1446728,12783713,1
10251387,19344618,1
19083029,22102074,1
2941028,10912333,1
20924118,23099329,1
5352578,21065519,1
778875,23188868,1
13946915,21065519,1
1246,183254,1
32681,66299,1
10912333,14783950,1
11818436,23634465,1
16583451,20826307,1
12066447,20924118,1
17470307,19002156,1
8680491,8702780,1
771802,19660598,1
1630148,20953665,1
5472665,12234839,1
3861343,10118207,1
1630148,6403868,1
6037295,6037296,1
3109015,5724216,1
17470307,20924118,1
13946914,23160103,1
6068118,23383764,1
5150160,19565161,1
14417449,21234510,1
2775424,6128274,1
12234839,15297120,1
5352578,19565161,1
4724024,15297119,1
21065519,23309803,1
20856391,21234510,1
7278557,15297119,1
14899566,19002156,1
5150160,5472665,1
53592,494838,1
11499032,14783950,1
8680491,15796840,1
2941028,16900369,1
5260867,5927306,1
15796840,21234510,1
1347808,7577030,1
413620,427727,1
778875,10912333,1
427727,20080077,1
1820410,10251387,1
771802,13940142,1
598994,13356869,1
598994,17477953,1
2109483,20826307,1
2775424,23634465,1
413620,6403868,1
2775424,20953665,1
2775424,8702780,1
598994,21454371,1
15297119,22792098,1
1605515,4773756,1
1630148,14783950,1
4643706,23383764,1
131720,368808,1
61347,373673,1
732800,10118207,1
418257,5953607,1
3861343,6068118,1
427727,21161481,1
413620,20508693,1
53461,59823,1
2941028,11818436,1
14196271,21125948,1
3861343,13356869,1
732800,17470307,1
10264652,23188868,1
413620,21161481,1
5856886,16900369,1
12783713,13122193,1
2096403,7278557,1
5352578,10600673,1
53592,61347,1
1158840,14196271,1
160739,19979783,1
10912335,21161481,1
6128274,23647453,1
5260867,10118207,1
5856886,17068622,1
6068118,6128274,1
1820410,8702780,1
6068118,13122193,1
11658686,13122193,1
17470307,20826307,1
10337387,17477953,1
418257,23634465,1
6128274,10912335,1
6403868,10912333,1
6403868,19565161,1
53592,143860,1
413620,12066447,1
4773756,6068118,1
771802,13657103,1
4643706,23099329,1
5472665,8722190,1
3109015,4468255,1
10254165,13356869,1
160739,10337387,1
10264652,16900369,1
598994,6128274,1
8722190,15297120,1
1630148,19344618,1
1446728,5953607,1
951388,11499032,1
1446728,21125948,1
7577030,11818436,1
8804480,19083029,1
11499032,20080077,1
14899566,20953665,1
762814,5953607,1
20953665,23383764,1
7885446,13657103,1
6403868,10062086,1
13356869,21161481,1
11658686,12066447,1
10912335,17068622,1
1605515,21125948,1
2096403,10600673,1
3456232,23309803,1
11658686,23647453,1
11277690,18880061,1
21234510,23188868,1
1630148,10912333,1
3456233,23309807,1
732800,1820410,1
1446728,17477953,1
10118207,10251387,1
5472665,13946914,1
4643706,10264652,1
18880061,20826307,1
598994,23099329,1
14134127,21125948,1
10912335,12066447,1
14134127,20826307,1
2109483,18880061,1
11658686,15126545,1
427727,10254165,1
5260867,14417449,1
10337387,20856391,1
4643706,23098143,1
19301681,21065519,1
1820410,10337387,1
15297120,19301681,1
3861343,10251387,1
12066447,23383764,1
1116,15297119,1
3351872,8804480,1
427727,11277690,1
1347808,20080077,1
5472665,7278557,1
21125948,23383764,1
1347808,11339042,1
4773756,19979783,1
143860,257008,1
5472665,8804480,1
11339042,13122193,1
771802,10264652,1
7577030,15126545,1
2941028,5927306,1
6403868,18880062,1
429198,488320,1
1347808,2109483,1
11499032,17477953,1
14783950,17477953,1
4643706,5953607,1
3456233,13946915,1
15297120,19069826,1
1605515,19660598,1
10912335,13940142,1
1158840,6403868,1
11499032,14196271,1
11339042,12783713,1
1347808,14417449,1
16583451,20856391,1
15126545,20924118,1
6068118,13940142,1
3351872,3456232,1
4724024,23160103,1
131720,488320,1
12234839,23309807,1
160739,951388,1
418257,19002156,1
732800,23383764,1
53461,82859,1
20080077,20953665,1
2775424,20856391,1
160739,10251387,1
14783950,20856391,1
1820410,14134127,1
598994,19979783,1
413620,20856391,1
10337387,12066447,1
2775424,11339042,1
160739,17068622,1
2109483,19979783,1
160739,10912335,1
10254165,17477953,1
2775424,21161481,1
975289,5017412,1
17470307,20508693,1
7885446,13356869,1
598994,14134127,1
1158840,10912335,1
21125948,21454371,1
15796840,23383764,1
501808,6087658,1
13940142,21234510,1
418257,6128274,1
2775424,21454371,1
16583451,19979783,1
10118207,10337387,1
59823,373673,1
14134127,16583451,1
6128274,23098143,1
3351872,3456233,1
7278557,13946914,1
6128274,20953665,1
11658686,16900369,1
413620,778875,1
5260867,10251387,1
5017412,8931241,1
11277690,20924118,1
4468255,6368468,1
598994,13657103,1
1446728,15796840,1
17068622,19979783,1
5953607,19660598,1
4773756,20080077,1
11277690,23634465,1
53592,368808,1
10118207,19660598,1
6128274,8702780,1
5856886,23647453,1
2775424,21125948,1
598994,5856886,1
8702780,21234510,1
5856886,11499032,1
1605515,6068118,1
14134127,14196271,1
7577030,20508693,1
501808,10062086,1
5856886,21161481,1
1347808,21234510,1
7885446,19979783,1
10251387,10264652,1
11658686,11818436,1
3109016,7015918,1
1605515,10337387,1
1605515,20080077,1
732800,10254165,1
5352578,10062086,1
4643706,10912335,1
6128274,7577030,1
3861343,14899566,1
3351872,15297119,1
418257,23188868,1
2941028,13122193,1
13657103,21454371,1
20826307,23634465,1
10264652,10912333,1
778875,18880062,1
4603629,7015918,1
732800,4643706,1
14899566,20826307,1
10337387,15126545,1
15126545,23647453,1
5927306,7577030,1
6068118,15796840,1
14134127,20953665,1
16900369,20953665,1
6128274,14783950,1
5927306,15126545,1
3456232,6403868,1
771802,6403868,1
11339042,13356869,1
418257,10912333,1
6403868,13946914,1
4773756,13657103,1
7577030,10337387,1
15126545,17470307,1
21454371,23098143,1
10600673,21520698,1
732800,771802,1
1820410,5953607,1
11818436,13657103,1
12066447,20953665,1
10118207,17068622,1
687106,7396681,1
5953607,23098143,1
5927306,11658686,1
160739,21234510,1
10337387,11339042,1
1605515,13122193,1
5260867,17477953,1
8804480,19565161,1
2109483,17068622,1
12066447,19002156,1
4724024,19083252,1
2941028,11499032,1
732800,762814,1
1630148,2109483,1
598994,12783713,1
11658686,17068622,1
10264652,23634465,1
2775424,4643706,1
6403868,22102074,1
8680491,14134127,1
12783713,13356869,1
17477953,19660598,1
10062086,21520698,1
427727,8680491,1
6403868,21065519,1
12066447,17068622,1
5472665,10600673,1
21161481,23098143,1
10264652,23099329,1
19069826,19083029,1
6403868,17068622,1
5856886,6403868,1
13946915,19069826,1
1605515,23383764,1
13356869,21234510,1
368808,488320,1
1446728,14196271,1
1446728,18880062,1
12783713,15126545,1
10254165,16583451,1
778875,20953665,1
732800,15126545,1
8702780,21161481,1
13940142,23099329,1
15126545,23188868,1
12783713,21234510,1
6068118,12066447,1
14196271,23634465,1
10254165,11339042,1
5472665,22792098,1
12783713,20826307,1
3456232,10062086,1
13657103,20080077,1
6087658,6195313,1
21234510,23099329,1
15297120,23309807,1
732800,19344618,1
13940142,20508693,1
5260867,19344618,1
12066447,23188868,1
975289,7087624,1
160739,14134127,1
19002156,21234510,1
8804480,19069826,1
11277690,14196271,1
771802,14899566,1
15796840,18880061,1
762814,11277690,1
3253024,4603629,1
4773756,5927306,1
11499032,12066447,1
418257,15796840,1
5150160,19083252,1
951388,5953607,1
771802,10912333,1
5927306,15796840,1
5260867,11499032,1
598994,10254165,1
13946915,22792098,1
1630148,7885446,1
951388,10118207,1
1605515,18880061,1
3861343,19979783,1
10912335,15126545,1
11658686,23383764,1
7577030,14899566,1
598994,14196271,1
11339042,20953665,1
19344618,21234510,1
23188868,23383764,1
10251387,23634465,1
1820410,4643706,1
5953607,20080077,1
5927306,10264652,1
14899566,21454371,1
6195313,22102074,1
14417449,15126545,1
1116,3456232,1
10600673,15297120,1
7278557,13946915,1
14783950,20826307,1
427727,15796840,1
1630148,10254165,1
14196271,19344618,1
19660598,21125948,1
8680491,21125948,1
4773756,10912333,1
598994,14899566,1
598994,20080077,1
17470307,18880062,1
13657103,19344618,1
598994,23383764,1
762814,20953665,1
687106,5017412,1
4773756,15796840,1
8702780,23098143,1
5150160,13946915,1
5260867,21234510,1
2109483,2941028,1
6087658,7278557,1
5472665,10509561,1
762814,11658686,1
762814,19002156,1
5352578,8722190,1
5150160,10062086,1
66299,429198,1
3109015,7655679,1
2941028,17477953,1
5472665,19565161,1
778875,17470307,1
5260867,20080077,1
762814,13940142,1
418257,13122193,1
6128274,23099329,1
11818436,20080077,1
6195313,22792098,1
3109015,4407823,1
13122193,19344618,1
5953607,10337387,1
1158840,1630148,1
1820410,10264652,1
11499032,20953665,1
6087658,13946914,1
771802,18880061,1
13356869,20953665,1
160739,19002156,1
1605515,14417449,1
418257,762814,1
11818436,21454371,1
5927306,19660598,1
8702780,21454371,1
17477953,20953665,1
10251387,13122193,1
975289,7396681,1
14417449,14783950,1
32681,429198,1
5953607,20856391,1
5260867,7577030,1
1820410,18880061,1
3456232,21065519,1
732800,1446728,1
12783713,16583451,1
418257,20826307,1
160739,7577030,1
6068118,13657103,1
19344618,21161481,1
14134127,20508693,1
17477953,23634465,1
4773756,21454371,1
2775424,10264652,1
82859,143860,1
778875,7885446,1
762814,7885446,1
778875,6403868,1
12234839,23309803,1
1446728,23647453,1
4773756,21234510,1
10251387,21161481,1
427727,20924118,1
418257,11339042,1
13356869,13940142,1
12783713,14417449,1
413620,21454371,1
6068118,7577030,1
4724024,6195313,1
16900369,21161481,1
13657103,21125948,1
11277690,14783950,1
1820410,10912333,1
17068622,23634465,1
15126545,23634465,1
427727,19344618,1
1446728,6403868,1
7577030,20080077,1
2109483,20924118,1
951388,10254165,1
16583451,23383764,1
5927306,18880062,1
17022288,21520698,1
11499032,23099329,1
2941028,10264652,1
10254165,18880061,1
7577030,13122193,1
5953607,11818436,1
10264652,20080077,1
17477953,19002156,1
8702780,19660598,1
427727,5260867,1
762814,10251387,1
10118207,14417449,1
1158840,18880061,1
1446728,20508693,1
17477953,21161481,1
10912333,11658686,1
20953665,21454371,1
951388,21161481,1
11818436,19660598,1
2096403,5352578,1
19344618,19979783,1
10912335,20924118,1
10251387,23383764,1
10337387,11818436,1
4773756,18880062,1
10912335,14417449,1
17477953,19979783,1
3351872,23160103,1
4773756,5953607,1
10912335,20953665,1
10912333,21234510,1
1158840,23098143,1
1605515,14783950,1
418257,8702780,1
11277690,16900369,1
1446728,12066447,1
22102074,22792098,1
732800,21125948,1
951388,15126545,1
5352578,15297120,1
771802,5856886,1
